"tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points","tourney_month"
"2023-580","Australian Open","Hard","128","G",2023-01-16,147,"104925","4","","Novak Djokovic","R","188","SRB","35.6","106148","0","","Roberto Carballes Baena","R","183","ESP","29.8","6-3 6-4 6-0","5","R128",122,9,1,70,45,39,16,13,3,3,4,1,78,39,26,14,12,4,9,"5",5070,"75",695,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,148,"126203","8","","Taylor Fritz","R","193","USA","25.2","105932","0","","Nikoloz Basilashvili","R","185","GEO","30.8","6-4 6-2 4-6 7-5","5","R128",144,32,2,101,67,56,20,20,2,4,9,11,125,68,50,26,20,3,8,"9",3545,"90",595,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,149,"200615","0","WC","Alexei Popyrin","R","196","AUS","23.4","202358","0","","Chun Hsin Tseng","R","175","TPE","21.4","4-6 7-6(5) 6-7(5) 7-6(4) 6-1","5","R128",266,31,4,174,114,95,31,27,9,10,2,7,197,121,91,37,26,12,14,"113",506,"115",490,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,150,"210097","0","","Ben Shelton","L","0","USA","20.2","111190","0","","Zhizhen Zhang","R","193","CHN","26.2","4-6 6-3 6-2 2-6 7-6(4)","5","R128",211,18,8,143,81,66,36,24,5,8,12,2,149,94,72,26,23,3,6,"89",604,"96",567,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,151,"111797","0","Q","Nicolas Jarry","R","198","CHI","27.2","200175","26","","Miomir Kecmanovic","R","183","SRB","23.3","6-3 6-4 7-6(3)","5","R128",121,21,0,81,58,49,19,16,0,0,5,2,94,52,38,23,15,1,3,"154",370,"27",1445,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,152,"106043","23","","Diego Schwartzman","R","170","ARG","30.4","208071","0","Q","Oleksii Krutykh","R","0","UKR","22.8","6-4 6-7(6) 6-3 7-6(5)","5","R128",235,8,4,152,103,70,29,22,14,16,9,3,139,69,51,36,21,8,12,"26",1550,"188",308,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,153,"200670","0","","J J Wolf","R","183","USA","24","111442","0","","Jordan Thompson","R","183","AUS","28.7","6-3 3-6 6-4 7-5","5","R128",204,17,5,130,89,65,22,20,9,11,19,3,137,84,61,21,20,8,12,"67",758,"88",604,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,154,"111581","0","LL","Michael Mmoh","R","188","USA","25","106362","0","Q","Laurent Lokoli","R","188","FRA","28.2","4-6 2-6 7-6(7) 6-4 6-2","5","R128",263,9,6,142,82,57,31,24,3,9,11,8,145,91,64,25,24,5,11,"107",523,"175",326,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,155,"100644","12","","Alexander Zverev","R","198","GER","25.7","122669","0","LL","Juan Pablo Varillas","R","185","PER","27.2","4-6 6-1 5-7 7-6(3) 6-4","5","R128",246,21,5,145,107,89,16,26,3,7,15,0,178,109,76,34,25,13,18,"13",2560,"103",546,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,156,"104918","0","","Andy Murray","R","190","GBR","35.6","126610","13","","Matteo Berrettini","R","196","ITA","26.7","6-3 6-3 4-6 6-7(7) 7-6(6)","5","R128",289,10,2,172,120,86,35,26,4,5,31,1,155,108,90,20,26,2,5,"66",770,"14",2490,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,157,"106423","0","","Thanasi Kokkinakis","R","196","AUS","26.7","104926","0","","Fabio Fognini","R","178","ITA","35.6","6-1 6-2 6-2","5","R128",105,14,1,64,49,42,7,12,2,2,4,2,66,46,26,7,11,5,11,"159",362,"57",823,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,158,"200587","0","Q","Brandon Holt","R","0","USA","24.7","126846","0","Q","Aleksandar Vukic","R","188","AUS","26.7","6-4 1-6 6-3 3-6 6-3","5","R128",196,4,2,143,96,65,25,22,4,8,19,3,141,90,63,28,22,8,12,"215",255,"146",384,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,159,"105138","24","","Roberto Bautista Agut","R","183","ESP","34.7","105311","0","","Joao Sousa","R","185","POR","33.7","6-3 6-2 6-2","5","R128",111,6,4,77,50,39,17,13,4,4,4,0,66,48,29,6,12,1,6,"25",1675,"81",644,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,160,"200221","30","","Alejandro Davidovich Fokina","R","183","ESP","23.6","122330","0","","Alexander Bublik","R","196","KAZ","25.5","6-0 6-7(3) 3-6 6-4 6-3","5","R128",192,7,3,138,96,69,26,23,4,6,20,16,136,74,58,27,23,7,13,"32",1325,"36",1130,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,161,"126205","0","","Tommy Paul","R","185","USA","25.6","105526","0","Q","Jan Lennard Struff","R","193","GER","32.7","6-1 7-6(6) 6-2","5","R128",103,20,1,79,54,45,15,14,2,3,8,6,79,43,30,13,13,5,10,"35",1160,"167",351,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,162,"202385","0","","Jenson Brooksby","R","188","USA","22.2","106331","0","","Christopher Oconnell","R","183","AUS","28.6","3-6 6-2 6-3 6-2","5","R128",143,9,2,103,68,52,20,17,4,5,8,4,104,57,36,25,17,6,11,"39",1010,"80",648,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,163,"134770","2","","Casper Ruud","R","183","NOR","24","207830","0","","Tomas Machac","R","183","CZE","22.2","6-3 7-6(6) 6-7(5) 6-3","5","R128",195,11,3,133,87,60,33,21,3,4,10,1,152,97,72,21,21,9,13,"3",5720,"110",512,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,164,"111456","0","","Mackenzie Mcdonald","R","178","USA","27.7","104745","1","","Rafael Nadal","L","185","ESP","36.6","6-4 6-4 7-5","5","R64",152,14,2,95,63,43,20,16,2,4,6,2,102,65,40,18,16,3,8,"65",775,"2",5770,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,165,"106415","31","","Yoshihito Nishioka","L","170","JPN","27.3","207494","0","Q","Dalibor Svrcina","R","0","CZE","20.2","6-3 6-4 6-2","5","R64",107,2,1,77,51,33,20,14,1,3,1,6,91,73,40,6,13,7,13,"33",1212,"216",249,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,166,"111575","18","","Karen Khachanov","R","198","RUS","26.6","106186","0","WC","Jason Kubler","R","178","AUS","29.6","6-4 5-7 6-4 6-2","5","R64",173,15,2,117,81,64,18,20,3,5,14,2,123,86,57,20,20,4,9,"20",1885,"84",633,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,167,"126207","16","","Frances Tiafoe","R","188","USA","24.9","209992","0","Q","Juncheng Shang","L","0","CHN","17.9","6-4 6-4 6-1","5","R64",118,20,1,78,50,39,18,14,4,4,1,3,97,62,35,18,13,11,16,"17",2260,"194",289,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,168,"128034","10","","Hubert Hurkacz","R","196","POL","25.9","132283","0","","Lorenzo Sonego","R","191","ITA","27.6","3-6 7-6(3) 2-6 6-3 6-3","5","R64",233,9,6,151,99,78,16,24,5,10,5,7,156,98,67,29,23,12,17,"11",2860,"47",925,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,169,"133430","20","","Denis Shapovalov","L","185","CAN","23.7","106121","0","","Taro Daniel","R","191","JPN","29.9","6-3 7-6(3) 7-5","5","R64",165,9,9,99,55,43,23,17,5,8,2,5,116,71,41,23,16,3,9,"22",1830,"94",572,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,170,"200624","29","","Sebastian Korda","R","196","USA","22.5","133297","0","Q","Yosuke Watanuki","R","180","JPN","24.7","6-2 7-5 6-4","5","R64",147,10,2,119,71,49,27,15,15,17,6,5,95,46,32,20,15,2,8,"31",1325,"138",413,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,171,"106421","7","","Daniil Medvedev","R","198","RUS","26.9","105357","0","WC","John Millman","R","183","AUS","33.5","7-5 6-2 6-2","5","R64",139,10,3,98,67,50,10,14,4,7,0,1,81,53,28,10,14,5,13,"8",3860,"140",410,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,172,"126774","3","","Stefanos Tsitsipas","R","193","GRE","24.4","208014","0","WC","Rinky Hijikata","U","0","AUS","21.8","6-3 6-0 6-2","5","R64",92,6,1,71,47,37,16,12,5,5,3,0,56,34,17,10,11,3,9,"4",5715,"169",344,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,173,"134868","0","","Tallon Griekspoor","R","188","NED","26.5","122298","32","","Botic Van De Zandschulp","R","188","NED","27.2","6-4 6-4 6-4","5","R64",124,9,2,96,69,51,15,15,3,4,8,2,86,55,35,17,15,1,5,"63",789,"34",1205,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,174,"105916","0","","Marton Fucsovics","R","188","HUN","30.9","144750","0","","Lloyd Harris","R","193","RSA","25.8","6-2 6-3 5-7 6-4","5","R64",185,3,2,122,79,62,24,20,8,9,5,2,122,71,44,28,19,7,11,"78",687,"186",310,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,175,"206173","15","","Jannik Sinner","R","188","ITA","21.4","144869","0","","Tomas Martin Etcheverry","R","196","ARG","23.4","6-3 6-2 6-2","5","R64",104,6,3,68,42,37,16,13,0,0,6,1,65,40,24,11,12,0,5,"16",2375,"79",649,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,176,"111815","11","","Cameron Norrie","L","188","GBR","27.4","106005","0","","Constant Lestienne","R","180","FRA","30.6","6-3 3-6 7-6(2) 6-3","5","R64",193,17,3,136,89,59,27,20,9,14,0,2,139,106,67,12,19,7,13,"12",2680,"55",842,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,177,"208103","0","","Jiri Lehecka","R","185","CZE","21.1","111153","0","WC","Christopher Eubanks","R","201","USA","26.6","6-4 6-4 3-6 6-3","5","R64",139,4,2,111,77,55,16,19,3,6,8,0,99,72,51,16,19,5,10,"71",717,"116",487,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,178,"202103","28","","Francisco Cerundolo","R","185","ARG","24.4","144895","0","","Corentin Moutet","L","178","FRA","23.7","3-6 6-4 6-2 7-5","5","R64",191,2,5,111,71,53,17,20,3,7,1,3,147,100,56,23,19,8,15,"29",1383,"62",790,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,179,"200000","6","","Felix Auger Aliassime","R","193","CAN","22.4","144684","0","","Alex Molcan","L","178","SVK","25.1","3-6 3-6 6-3 6-2 6-2","5","R64",182,23,5,110,70,61,21,22,2,5,4,5,121,74,56,21,21,6,11,"7",3895,"53",850,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,180,"126094","5","","Andrey Rublev","R","188","RUS","25.2","200325","0","","Emil Ruusuvuori","R","188","FIN","23.7","6-2 6-4 6-7(2) 6-3","5","R64",162,16,3,138,94,72,21,20,8,9,9,2,122,79,55,21,19,9,14,"6",3930,"46",941,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,181,"105554","25","","Daniel Evans","R","175","GBR","32.6","104871","0","","Jeremy Chardy","R","188","FRA","35.9","6-4 6-4 6-1","5","R64",118,8,0,71,44,36,17,14,1,2,6,5,82,62,36,10,13,5,11,"30",1380,"0",0,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,182,"200005","0","","Ugo Humbert","L","188","FRA","24.5","106045","0","LL","Denis Kudla","R","180","USA","30.4","6-2 6-7(5) 6-2 6-4","5","R64",174,18,2,123,82,62,21,19,6,7,5,5,121,73,47,22,19,7,13,"106",523,"108",522,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,183,"208029","9","","Holger Rune","R","185","DEN","19.7","202195","0","","Maxime Cressy","R","198","USA","25.6","7-5 6-4 6-4","5","R64",127,10,5,92,61,52,15,16,1,2,10,14,84,47,37,17,16,3,7,"10",2876,"41",992,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,184,"126127","0","","Benjamin Bonzi","R","185","FRA","26.6","105807","14","","Pablo Carreno Busta","R","188","ESP","31.5","4-6 4-6 7-6(5) 6-1 7-6(4)","5","R64",251,15,2,176,117,89,33,26,15,18,12,2,187,122,87,34,25,17,21,"48",911,"15",2420,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,185,"200282","22","","Alex De Minaur","R","183","AUS","23.9","105173","0","","Adrian Mannarino","L","183","FRA","34.5","7-6(3) 4-6 6-4 6-1","5","R64",208,3,5,122,68,49,30,20,2,6,2,3,123,83,51,19,19,3,9,"24",1710,"45",971,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,186,"105777","27","","Grigor Dimitrov","R","188","BUL","31.6","111513","0","","Laslo Djere","R","188","SRB","27.6","6-3 6-2 6-0","5","R64",94,9,2,62,37,32,16,12,0,0,4,7,73,35,22,13,11,6,12,"28",1395,"68",758,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,187,"104925","4","","Novak Djokovic","R","188","SRB","35.6","111505","0","Q","Enzo Couacaud","R","183","FRA","27.8","6-1 6-7(5) 6-2 6-0","5","R64",184,9,6,106,64,54,24,17,1,1,7,2,140,92,53,20,16,14,21,"5",5070,"191",302,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,188,"200615","0","WC","Alexei Popyrin","R","196","AUS","23.4","126203","8","","Taylor Fritz","R","193","USA","25.2","6-7(4) 7-6(2) 6-4 6-7(6) 6-2","5","R64",242,19,8,163,106,92,31,27,1,2,21,3,176,117,88,31,27,7,11,"113",506,"9",3545,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,189,"210097","0","","Ben Shelton","L","0","USA","20.2","111797","0","Q","Nicolas Jarry","R","198","CHI","27.2","7-6(3) 7-6(3) 7-5","5","R64",158,8,6,104,60,49,31,18,0,1,10,3,107,72,57,20,18,5,7,"89",604,"154",370,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,190,"200670","0","","J J Wolf","R","183","USA","24","106043","23","","Diego Schwartzman","R","170","ARG","30.4","6-1 6-4 6-4","5","R64",103,16,1,72,52,44,12,14,0,0,2,1,70,52,31,12,13,1,5,"67",758,"26",1550,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,191,"111581","0","LL","Michael Mmoh","R","188","USA","25","100644","12","","Alexander Zverev","R","198","GER","25.7","6-7(1) 6-4 6-3 6-2","5","R64",206,13,7,135,84,55,27,20,7,10,13,12,125,83,59,11,19,6,14,"107",523,"13",2560,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,192,"104918","0","","Andy Murray","R","190","GBR","35.6","106423","0","","Thanasi Kokkinakis","R","196","AUS","26.7","4-6 6-7(4) 7-6(5) 6-3 7-5","5","R64",345,10,3,183,120,86,33,28,10,14,37,5,205,143,101,27,27,17,22,"66",770,"159",362,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,193,"105138","24","","Roberto Bautista Agut","R","183","ESP","34.7","200587","0","Q","Brandon Holt","R","0","USA","24.7","4-6 2-6 6-3 6-2 6-2","5","R64",176,10,2,133,95,64,23,22,4,8,16,1,150,107,73,15,21,13,19,"25",1675,"215",255,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,194,"126205","0","","Tommy Paul","R","185","USA","25.6","200221","30","","Alejandro Davidovich Fokina","R","183","ESP","23.6","6-2 2-6 6-7(4) 6-3 6-4","5","R64",230,18,2,158,109,79,21,24,5,10,6,3,170,116,74,25,23,7,14,"35",1160,"32",1325,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,195,"202385","0","","Jenson Brooksby","R","188","USA","22.2","134770","2","","Casper Ruud","R","183","NOR","24","6-3 7-5 6-7(4) 6-2","5","R64",235,2,2,143,81,51,36,21,8,12,5,4,133,83,52,19,20,4,13,"39",1010,"3",5720,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,196,"106415","31","","Yoshihito Nishioka","L","170","JPN","27.3","111456","0","","Mackenzie Mcdonald","R","178","USA","27.7","7-6(6) 6-3 6-2","5","R32",145,3,4,95,60,43,18,15,4,6,7,6,115,70,46,16,14,10,16,"33",1212,"65",775,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,197,"111575","18","","Karen Khachanov","R","198","RUS","26.6","126207","16","","Frances Tiafoe","R","188","USA","24.9","6-3 6-4 3-6 7-6(9)","5","R32",212,20,4,157,100,70,31,20,11,14,15,5,138,77,56,31,20,6,10,"20",1885,"17",2260,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,198,"128034","10","","Hubert Hurkacz","R","196","POL","25.9","133430","20","","Denis Shapovalov","L","185","CAN","23.7","7-6(3) 6-4 1-6 4-6 6-3","5","R32",217,16,6,158,104,80,17,24,12,19,20,16,168,92,65,34,24,10,16,"11",2860,"22",1830,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,199,"200624","29","","Sebastian Korda","R","196","USA","22.5","106421","7","","Daniil Medvedev","R","198","RUS","26.9","7-6(7) 6-3 7-6(4)","5","R32",179,3,5,118,74,53,19,17,2,6,9,3,122,78,52,19,16,5,10,"31",1325,"8",3860,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,200,"126774","3","","Stefanos Tsitsipas","R","193","GRE","24.4","134868","0","","Tallon Griekspoor","R","188","NED","26.5","6-2 7-6(5) 6-3","5","R32",126,7,5,84,54,44,20,15,1,1,6,2,97,62,41,18,14,4,7,"4",5715,"63",789,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,201,"206173","15","","Jannik Sinner","R","188","ITA","21.4","105916","0","","Marton Fucsovics","R","188","HUN","30.9","4-6 4-6 6-1 6-2 6-0","5","R32",213,6,5,135,80,57,25,21,7,12,3,4,118,85,45,14,20,4,14,"16",2375,"78",687,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,202,"208103","0","","Jiri Lehecka","R","185","CZE","21.1","111815","11","","Cameron Norrie","L","188","GBR","27.4","6-7(8) 6-3 3-6 6-1 6-4","5","R32",192,8,2,137,84,63,33,24,7,10,5,7,143,86,58,30,23,5,11,"71",717,"12",2680,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,203,"200000","6","","Felix Auger Aliassime","R","193","CAN","22.4","202103","28","","Francisco Cerundolo","R","185","ARG","24.4","6-1 3-6 6-1 6-4","5","R32",155,9,5,93,60,51,15,17,4,6,3,3,107,72,43,15,16,14,20,"7",3895,"29",1383,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,204,"126094","5","","Andrey Rublev","R","188","RUS","25.2","105554","25","","Daniel Evans","R","175","GBR","32.6","6-4 6-2 6-3","5","R32",129,10,1,81,51,41,20,14,4,4,3,3,97,67,43,13,13,11,15,"6",3930,"30",1380,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,205,"208029","9","","Holger Rune","R","185","DEN","19.7","200005","0","","Ugo Humbert","L","188","FRA","24.5","6-4 6-2 7-6(5)","5","R32",129,5,2,91,61,50,15,15,2,3,9,2,91,60,40,16,15,3,7,"10",2876,"106",523,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,206,"200282","22","","Alex De Minaur","R","183","AUS","23.9","126127","0","","Benjamin Bonzi","R","185","FRA","26.6","7-6(0) 6-2 6-1","5","R32",128,8,4,74,39,31,20,14,3,6,6,2,111,70,37,17,13,15,22,"24",1710,"48",911,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,207,"104925","4","","Novak Djokovic","R","188","SRB","35.6","105777","27","","Grigor Dimitrov","R","188","BUL","31.6","7-6(7) 6-3 6-4","5","R32",187,11,2,112,81,60,13,16,5,8,15,4,116,69,47,19,15,7,12,"5",5070,"28",1395,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,208,"210097","0","","Ben Shelton","L","0","USA","20.2","200615","0","WC","Alexei Popyrin","R","196","AUS","23.4","6-3 7-6(4) 6-4","5","R32",120,12,3,92,60,52,21,16,4,4,14,1,92,70,51,11,15,6,8,"89",604,"113",506,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,209,"200670","0","","J J Wolf","R","183","USA","24","111581","0","LL","Michael Mmoh","R","188","USA","25","6-4 6-1 6-2","5","R32",123,10,3,82,48,36,21,13,4,5,6,3,67,40,22,13,12,2,8,"67",758,"107",523,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,210,"105138","24","","Roberto Bautista Agut","R","183","ESP","34.7","104918","0","","Andy Murray","R","190","GBR","35.6","6-1 6-7(7) 6-3 6-4","5","R32",209,5,1,108,80,63,19,19,0,2,7,5,137,82,50,27,19,8,14,"25",1675,"66",770,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,211,"126205","0","","Tommy Paul","R","185","USA","25.6","202385","0","","Jenson Brooksby","R","188","USA","22.2","6-1 6-4 6-3","5","R32",128,7,2,78,46,37,19,13,4,4,2,4,98,61,37,16,13,9,14,"35",1160,"39",1010,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,212,"111575","18","","Karen Khachanov","R","198","RUS","26.6","106415","31","","Yoshihito Nishioka","L","170","JPN","27.3","6-0 6-0 7-6(4)","5","R16",118,15,2,78,46,43,14,12,3,4,1,3,70,42,18,14,12,3,10,"20",1885,"33",1212,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,213,"200624","29","","Sebastian Korda","R","196","USA","22.5","128034","10","","Hubert Hurkacz","R","196","POL","25.9","3-6 6-3 6-2 1-6 7-6(7)","5","R16",208,8,5,149,87,65,33,23,7,10,19,3,141,88,66,27,22,6,9,"31",1325,"11",2860,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,214,"126774","3","","Stefanos Tsitsipas","R","193","GRE","24.4","206173","15","","Jannik Sinner","R","188","ITA","21.4","6-4 6-4 3-6 4-6 6-3","5","R16",240,12,3,169,121,81,26,24,22,26,11,3,136,92,66,23,24,6,11,"4",5715,"16",2375,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,215,"208103","0","","Jiri Lehecka","R","185","CZE","21.1","200000","6","","Felix Auger Aliassime","R","193","CAN","22.4","4-6 6-3 7-6(2) 7-6(3)","5","R16",193,9,3,125,86,71,25,22,2,3,20,7,130,84,69,22,21,3,4,"71",717,"7",3895,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,216,"126094","5","","Andrey Rublev","R","188","RUS","25.2","208029","9","","Holger Rune","R","185","DEN","19.7","6-3 3-6 6-3 4-6 7-6(9)","5","R16",217,22,4,162,105,77,27,25,12,17,8,12,164,92,63,37,24,8,13,"6",3930,"10",2876,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,217,"104925","4","","Novak Djokovic","R","188","SRB","35.6","200282","22","","Alex De Minaur","R","183","AUS","23.9","6-2 6-1 6-2","5","R16",126,4,3,68,44,33,16,12,0,0,3,2,82,50,26,14,11,6,12,"5",5070,"24",1710,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,218,"210097","0","","Ben Shelton","L","0","USA","20.2","200670","0","","J J Wolf","R","183","USA","24","6-7(5) 6-2 6-7(4) 7-6(4) 6-2","5","R16",227,23,1,158,107,88,35,26,2,2,19,2,162,105,84,30,26,5,9,"89",604,"67",758,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,219,"126205","0","","Tommy Paul","R","185","USA","25.6","105138","24","","Roberto Bautista Agut","R","183","ESP","34.7","6-2 4-6 6-2 7-5","5","R16",199,11,1,126,76,54,28,19,8,10,2,3,127,83,51,23,19,9,15,"35",1160,"25",1675,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,220,"111575","18","","Karen Khachanov","R","198","RUS","26.6","200624","29","","Sebastian Korda","R","196","USA","22.5","7-6(5) 6-3 3-0 RET","5","QF",110,12,0,75,50,40,13,12,2,3,4,2,76,49,30,13,12,6,10,"20",1885,"31",1325,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,221,"126774","3","","Stefanos Tsitsipas","R","193","GRE","24.4","208103","0","","Jiri Lehecka","R","185","CZE","21.1","6-3 7-6(2) 6-4","5","QF",137,9,2,100,66,53,22,16,8,8,7,4,97,62,49,15,15,4,6,"4",5715,"71",717,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,222,"104925","4","","Novak Djokovic","R","188","SRB","35.6","126094","5","","Andrey Rublev","R","188","RUS","25.2","6-1 6-2 6-4","5","QF",123,14,5,88,56,45,16,13,5,5,6,3,92,64,39,9,12,9,14,"5",5070,"6",3930,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,223,"126205","0","","Tommy Paul","R","185","USA","25.6","210097","0","","Ben Shelton","L","0","USA","20.2","7-6(6) 6-3 5-7 6-4","5","QF",186,7,3,117,77,66,27,22,2,4,24,6,162,94,71,32,21,12,15,"35",1160,"89",604,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,224,"126774","3","","Stefanos Tsitsipas","R","193","GRE","24.4","111575","18","","Karen Khachanov","R","198","RUS","26.6","7-6(2) 6-4 6-7(6) 6-3","5","SF",201,18,5,129,82,69,25,22,1,4,10,1,139,94,62,26,21,7,12,"4",5715,"20",1885,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,225,"104925","4","","Novak Djokovic","R","188","SRB","35.6","126205","0","","Tommy Paul","R","185","USA","25.6","7-5 6-1 6-2","5","SF",140,12,5,91,53,40,21,14,7,9,4,0,77,45,24,14,13,4,11,"5",5070,"35",1160,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,226,"104925","4","","Novak Djokovic","R","188","SRB","35.6","126774","3","","Stefanos Tsitsipas","R","193","GRE","24.4","6-3 7-6(4) 7-6(5)","5","F",176,7,3,100,66,54,21,17,2,3,15,3,106,69,50,19,16,3,5,"5",5070,"4",5715,"01"
"2023-9158","Cordoba","Clay","32","A",2023-02-06,300,"202104","4","","Sebastian Baez","R","170","ARG","22.1","105948","6","","Federico Coria","R","180","ARG","30.9","6-1 3-6 6-3","3","F",110,1,1,86,52,38,19,13,2,4,0,5,67,41,24,18,12,2,6,"47",895,"67",775,"02"
"2023-9158","Cordoba","Clay","32","A",2023-02-06,299,"202104","4","","Sebastian Baez","R","170","ARG","22.1","106198","0","Q","Hugo Dellien","R","180","BOL","29.6","6-4 6-4","3","SF",90,5,4,60,39,25,12,10,4,6,0,0,62,45,28,7,10,5,9,"47",895,"138",411,"02"
"2023-9158","Cordoba","Clay","32","A",2023-02-06,298,"105948","6","","Federico Coria","R","180","ARG","30.9","105077","3","","Albert Ramos","L","188","ESP","35","6-4 7-6(2)","3","SF",152,8,1,66,40,29,15,11,5,8,1,1,102,59,32,21,11,16,20,"67",775,"54",845,"02"
"2023-9158","Cordoba","Clay","32","A",2023-02-06,297,"106198","0","Q","Hugo Dellien","R","180","BOL","29.6","207678","0","WC","Juan Manuel Cerundolo","L","183","ARG","21.2","6-7(5) 6-4 6-0","3","QF",141,1,0,97,78,50,11,14,0,2,1,3,86,53,34,12,14,3,9,"138",411,"114",460,"02"
"2023-9158","Cordoba","Clay","32","A",2023-02-06,296,"202104","4","","Sebastian Baez","R","170","ARG","22.1","144642","0","WC","Tomas Barrios Vera","R","191","CHI","25.1","6-1 3-6 6-1","3","QF",127,6,2,61,40,32,14,12,1,2,2,3,95,60,34,17,11,8,12,"47",895,"212",256,"02"
