"tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points","tourney_month"
"2023-0891","Pune","Hard","32","A",2023-01-02,291,"124079","0","","Pedro Martinez","R","185","ESP","25.6","202104","4","","Sebastian Baez","R","170","ARG","22","3-6 6-1 6-3","3","R16",132,0,3,77,54,42,10,12,6,7,5,1,85,66,43,6,13,6,10,"62",776,"43",987,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,290,"106234","8","","Aslan Karatsev","R","185","RUS","29.3","126646","0","","Tim Van Rijthoven","R","188","NED","25.6","7-6(7) 7-6(8)","3","R16",129,9,6,88,57,47,16,12,1,2,10,6,91,55,44,19,12,7,8,"59",795,"111",516,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,289,"105936","6","","Filip Krajinovic","R","185","SRB","30.8","111581","0","","Michael Mmoh","R","188","USA","24.9","2-6 6-3 6-4","3","R16",130,9,0,93,67,47,12,14,5,8,4,1,72,42,29,19,13,0,3,"54",845,"113",507,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,288,"126127","0","","Benjamin Bonzi","R","185","FRA","26.5","200325","3","","Emil Ruusuvuori","R","188","FIN","23.7","6-1 7-6(4)","3","R16",80,5,2,65,47,38,9,10,1,1,5,2,50,36,27,7,9,0,2,"60",781,"40",1011,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,287,"109739","0","Q","Maximilian Marterer","L","191","GER","27.5","111513","0","","Laslo Djere","R","188","SRB","27.5","7-6(5) 6-2","3","R16",91,11,2,63,45,34,14,10,0,0,6,3,66,40,30,13,10,7,9,"159",354,"70",738,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,286,"122298","2","","Botic Van De Zandschulp","R","188","NED","27.2","207925","0","Q","Flavio Cobolli","R","0","ITA","20.6","7-5 6-4","3","R16",93,2,3,64,41,30,13,11,4,6,5,0,59,38,24,9,11,0,4,"35",1160,"171",335,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,284,"106148","0","","Roberto Carballes Baena","R","183","ESP","29.7","126523","0","","Bernabe Zapata Miralles","R","185","ESP","25.9","6-1 7-5","3","R32",100,0,1,60,41,28,10,9,3,4,4,5,79,51,31,10,10,4,9,"74",695,"72",712,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,283,"106065","0","","Marco Cecchinato","R","185","ITA","30.2","105932","0","","Nikoloz Basilashvili","R","185","GEO","30.8","6-2 6-2","3","R32",55,3,0,43,22,18,16,8,1,1,2,1,47,25,13,11,8,2,6,"101",562,"91",595,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,282,"134868","0","","Tallon Griekspoor","R","188","NED","26.5","144719","7","","Jaume Munar","R","183","ESP","25.6","6-4 7-5","3","R32",94,10,6,63,43,36,9,11,1,2,2,1,60,46,30,9,11,2,5,"95",584,"58",802,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,280,"124079","0","","Pedro Martinez","R","185","ESP","25.6","106368","0","Q","Ramkumar Ramanathan","R","188","IND","28.1","3-6 7-5 6-3","3","R32",148,2,5,103,70,49,16,15,8,11,11,6,92,42,33,23,15,3,7,"62",776,"435",98,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,279,"126646","0","","Tim Van Rijthoven","R","188","NED","25.6","105430","0","","Radu Albot","R","175","MDA","33.1","6-4 6-4","3","R32",86,14,0,58,38,29,14,10,2,2,2,4,60,37,28,10,10,1,3,"111",516,"103",559,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,278,"106234","8","","Aslan Karatsev","R","185","RUS","29.3","104665","0","","Pablo Andujar","R","180","ESP","36.9","6-1 6-3","3","R32",63,5,1,40,26,23,9,8,0,0,1,2,47,34,17,4,8,3,7,"59",795,"121",467,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,277,"105936","6","","Filip Krajinovic","R","185","SRB","30.8","111576","0","WC","Sumit Nagal","R","178","IND","25.3","6-4 4-6 6-4","3","R32",144,8,1,89,58,47,17,15,2,3,3,2,96,70,48,15,15,5,7,"54",845,"503",70,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,276,"111581","0","","Michael Mmoh","R","188","USA","24.9","211768","0","WC","Manas Dhamne","U","0","IND","0","6-2 6-4","3","R32",88,3,1,49,29,22,12,9,2,3,0,0,59,37,21,10,9,6,10,"113",507,"0",0,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,275,"126127","0","","Benjamin Bonzi","R","185","FRA","26.5","202358","0","","Chun Hsin Tseng","R","175","TPE","21.4","6-0 6-3","3","R32",61,2,0,39,21,18,14,8,0,0,2,1,45,31,16,4,7,1,5,"60",781,"115",490,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,273,"111513","0","","Laslo Djere","R","188","SRB","27.5","144684","5","","Alex Molcan","L","178","SVK","25","6-2 6-4","3","R32",64,12,0,41,26,23,13,9,0,0,2,2,55,33,21,11,9,2,5,"70",738,"50",895,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,272,"109739","0","Q","Maximilian Marterer","L","191","GER","27.5","111200","0","Q","Elias Ymer","R","183","SWE","26.7","6-2 3-6 6-3","3","R32",112,12,1,65,41,33,13,13,0,2,5,2,84,47,30,19,13,2,6,"159",354,"127",444,"01"
"2023-0891","Pune","Hard","32","A",2023-01-02,271,"207925","0","Q","Flavio Cobolli","R","0","ITA","20.6","124154","0","WC","Sasi Kumar Mukund","R","185","IND","25.9","6-4 7-5","3","R32",98,6,2,65,36,29,12,11,6,9,1,1,67,44,27,7,11,5,10,"171",335,"340",146,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,300,"104755","0","","Richard Gasquet","R","185","FRA","36.5","111815","2","","Cameron Norrie","L","188","GBR","27.3","4-6 6-4 6-4","3","F",147,3,2,88,44,36,21,15,6,9,8,2,86,52,36,17,15,4,8,"67",740,"12",2575,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,299,"104755","0","","Richard Gasquet","R","185","FRA","36.5","106005","0","","Constant Lestienne","R","180","FRA","30.6","W/O","3","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"67",740,"65",760,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,298,"111815","2","","Cameron Norrie","L","188","GBR","27.3","202385","0","","Jenson Brooksby","R","188","USA","22.2","6-3 6-4","3","SF",98,3,0,48,31,27,11,10,3,4,4,0,73,43,26,14,9,6,9,"12",2575,"48",920,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,297,"106005","0","","Constant Lestienne","R","180","FRA","30.6","111513","0","","Laslo Djere","R","188","SRB","27.6","2-6 7-6(2) 7-5","3","QF",166,5,1,118,77,54,19,16,14,18,8,3,109,61,47,21,16,2,5,"65",760,"70",713,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,296,"104755","0","","Richard Gasquet","R","185","FRA","36.5","105676","0","","David Goffin","R","180","BEL","32","1-6 6-1 6-1","3","QF",94,6,3,61,37,26,10,11,0,4,8,2,64,37,20,9,10,7,13,"67",740,"53",870,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,295,"202385","0","","Jenson Brooksby","R","188","USA","22.2","111460","0","","Quentin Halys","R","191","FRA","26.2","7-6(3) 7-6(2)","3","QF",114,2,2,82,49,37,18,12,3,5,13,3,75,43,33,16,12,1,3,"48",920,"64",771,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,294,"111815","2","","Cameron Norrie","L","188","GBR","27.3","106218","0","","Marcos Giron","R","180","USA","29.4","6-1 6-7(5) 6-2","3","QF",123,5,4,88,64,45,12,13,5,6,6,0,80,53,29,14,14,1,7,"12",2575,"60",796,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,293,"111513","0","","Laslo Djere","R","188","SRB","27.6","134770","1","","Casper Ruud","R","183","NOR","24","3-6 6-3 7-6(3)","3","R16",127,18,1,98,67,49,21,15,6,7,10,4,91,62,49,16,15,3,4,"70",713,"3",5720,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,292,"106005","0","","Constant Lestienne","R","180","FRA","30.6","106296","0","Q","Gregoire Barrere","R","183","FRA","28.8","1-6 7-6(4) 7-5","3","R16",123,4,6,91,59,43,10,15,2,7,7,0,92,64,42,17,16,4,8,"65",760,"88",603,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,291,"104755","0","","Richard Gasquet","R","185","FRA","36.5","105311","0","LL","Joao Sousa","R","185","POR","33.7","7-6(2) 6-2","3","R16",97,7,1,60,35,29,16,10,2,2,1,4,65,42,29,10,10,3,5,"67",740,"82",638,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,290,"105676","0","","David Goffin","R","180","BEL","32","111153","0","Q","Christopher Eubanks","R","201","USA","26.6","6-2 6-4","3","R16",80,7,1,59,43,35,6,9,6,6,12,3,63,45,31,5,9,6,9,"53",870,"123",462,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,289,"111460","0","","Quentin Halys","R","191","FRA","26.2","210097","0","WC","Ben Shelton","L","0","USA","20.2","6-3 6-2","3","R16",67,10,2,42,32,30,6,9,0,0,8,7,54,35,23,8,8,4,7,"64",771,"92",584,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,288,"202385","0","","Jenson Brooksby","R","188","USA","22.2","106043","3","","Diego Schwartzman","R","170","ARG","30.3","6-1 0-0 RET","3","R16",48,0,0,26,15,11,7,4,0,0,0,1,22,17,8,2,3,2,4,"48",920,"25",1550,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,287,"106218","0","","Marcos Giron","R","180","USA","29.4","200670","0","","J J Wolf","R","183","USA","24","6-4 6-4","3","R16",94,3,1,52,37,31,11,10,2,2,7,1,76,47,30,16,10,7,9,"60",796,"66",746,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,286,"111815","2","","Cameron Norrie","L","188","GBR","27.3","208103","0","Q","Jiri Lehecka","R","185","CZE","21.1","6-4 6-7(4) 6-3","3","R16",165,4,1,98,64,42,27,16,3,4,6,0,102,68,47,16,15,8,11,"12",2575,"78",685,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,284,"111513","0","","Laslo Djere","R","188","SRB","27.6","144719","0","","Jaume Munar","R","183","ESP","25.6","3-6 6-1 7-6(4)","3","R32",145,7,4,104,66,42,18,14,6,11,4,5,89,53,35,15,14,3,9,"70",713,"62",777,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,283,"106005","0","","Constant Lestienne","R","180","FRA","30.6","106398","0","","Pedro Cachin","R","185","ARG","27.7","6-3 6-1","3","R32",70,7,1,41,30,24,5,8,1,2,1,0,53,34,18,7,8,7,12,"65",760,"59",809,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,282,"106296","0","Q","Gregoire Barrere","R","183","FRA","28.8","104545","6","","John Isner","R","206","USA","37.7","6-7(3) 7-6(5) 6-3","3","R32",138,10,2,101,62,52,27,17,0,0,28,2,109,73,53,21,16,2,3,"88",603,"42",980,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,280,"104755","0","","Richard Gasquet","R","185","FRA","36.5","208485","0","WC","Kiranpal Pannu","R","0","NZL","26","6-3 6-1","3","R32",80,5,0,35,24,22,10,8,0,0,8,4,67,42,25,9,8,4,8,"67",740,"575",54,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,279,"111153","0","Q","Christopher Eubanks","R","201","USA","26.6","200005","0","WC","Ugo Humbert","L","188","FRA","24.5","7-6(4) 7-6(3)","3","R32",119,6,0,91,64,50,16,12,6,6,9,4,83,51,43,18,12,4,4,"123",462,"108",523,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,278,"105676","0","","David Goffin","R","180","BEL","32","122330","5","","Alexander Bublik","R","196","KAZ","25.5","6-3 6-4","3","R32",73,1,0,53,32,23,10,9,4,7,6,6,62,35,21,8,10,0,6,"53",870,"36",1130,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,277,"210097","0","WC","Ben Shelton","L","0","USA","20.2","202104","7","","Sebastian Baez","R","170","ARG","22","7-6(1) 6-1","3","R32",82,9,1,51,34,28,12,9,2,2,2,3,67,49,26,11,10,7,10,"92",584,"41",987,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,276,"111460","0","","Quentin Halys","R","191","FRA","26.2","144684","0","","Alex Molcan","L","178","SVK","25.1","6-3 6-4","3","R32",53,20,0,53,34,32,9,10,1,1,5,5,44,28,21,10,9,1,3,"64",771,"54",850,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,275,"202385","0","","Jenson Brooksby","R","188","USA","22.2","104926","0","","Fabio Fognini","R","178","ITA","35.6","6-7(2) 6-1 6-3","3","R32",133,6,3,95,54,38,23,14,6,8,4,12,93,49,34,19,14,8,14,"48",920,"57",843,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,273,"200670","0","","J J Wolf","R","183","USA","24","105173","8","","Adrian Mannarino","L","183","FRA","34.5","6-4 7-6(4)","3","R32",109,7,1,72,51,35,12,11,2,4,7,2,71,41,27,16,11,5,8,"66",746,"43",971,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,272,"106218","0","","Marcos Giron","R","180","USA","29.4","105948","0","LL","Federico Coria","R","180","ARG","30.8","6-7(5) 6-4 7-5","3","R32",157,3,1,121,86,49,20,17,5,10,3,4,115,69,43,17,17,7,14,"60",796,"76",695,"01"
"2023-0301","Auckland","Hard","32","A",2023-01-09,271,"208103","0","Q","Jiri Lehecka","R","185","CZE","21.1","106329","0","Q","Thiago Monteiro","L","183","BRA","28.6","6-3 7-5","3","R32",88,5,1,58,35,29,16,11,1,1,7,0,65,39,30,9,10,6,8,"78",685,"69",729,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,300,"126952","0","LL","Soon Woo Kwon","R","180","KOR","25.1","105138","4","","Roberto Bautista Agut","R","183","ESP","34.7","6-4 3-6 7-6(4)","3","F",162,11,2,98,53,42,23,15,4,7,5,2,101,60,45,18,16,4,7,"84",626,"26",1545,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,299,"105138","4","","Roberto Bautista Agut","R","183","ESP","34.7","106423","0","WC","Thanasi Kokkinakis","R","196","AUS","26.7","7-6(4) 3-6 6-3","3","SF",154,7,1,107,70,52,20,15,11,12,20,1,77,46,39,22,15,0,1,"26",1545,"110",522,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,298,"126952","0","LL","Soon Woo Kwon","R","180","KOR","25.1","207733","0","","Jack Draper","L","191","GBR","21","7-6(6) 6-7(2) 6-3","3","SF",165,13,5,109,62,50,26,16,9,10,18,6,109,62,50,22,17,2,5,"84",626,"40",1010,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,297,"106423","0","WC","Thanasi Kokkinakis","R","196","AUS","26.7","200175","6","","Miomir Kecmanovic","R","183","SRB","23.3","6-3 6-7(4) 6-1","3","QF",130,22,3,84,56,48,18,15,2,2,3,3,93,56,42,17,13,7,10,"110",522,"28",1420,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,296,"105138","4","","Roberto Bautista Agut","R","183","ESP","34.7","200221","7","","Alejandro Davidovich Fokina","R","183","ESP","23.5","6-3 6-2","3","QF",82,6,0,42,32,25,8,8,0,0,2,3,66,35,21,13,9,7,11,"26",1545,"32",1280,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,295,"207733","0","","Jack Draper","L","191","GBR","21","111575","3","","Karen Khachanov","R","198","RUS","26.6","6-4 7-6(3)","3","QF",105,10,3,68,44,35,13,11,1,2,8,3,75,48,36,11,11,4,6,"40",1010,"20",1885,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,294,"126952","0","LL","Soon Woo Kwon","R","180","KOR","25.1","144707","0","Q","Mikael Ymer","R","183","SWE","24.3","6-1 6-2","3","QF",60,5,2,46,27,20,11,7,4,5,1,3,40,32,10,2,8,1,7,"84",626,"77",694,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,293,"106423","0","WC","Thanasi Kokkinakis","R","196","AUS","26.7","126094","1","","Andrey Rublev","R","188","RUS","25.2","6-4 3-6 6-3","3","R16",117,17,1,70,44,38,16,14,0,1,10,4,90,55,42,15,14,3,5,"110",522,"6",3930,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,292,"200175","6","","Miomir Kecmanovic","R","183","SRB","23.3","106186","0","WC","Jason Kubler","R","178","AUS","29.6","5-7 7-6(1) 6-4","3","R16",154,14,1,92,54,43,23,17,1,4,19,3,113,72,50,22,17,5,8,"28",1420,"86",613,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,291,"105138","4","","Roberto Bautista Agut","R","183","ESP","34.7","104898","0","LL","Robin Haase","R","190","NED","35.7","6-3 3-6 6-3","3","R16",118,11,2,83,55,40,16,14,3,5,6,1,98,51,35,24,13,10,13,"26",1545,"257",207,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,290,"200221","7","","Alejandro Davidovich Fokina","R","183","ESP","23.5","105357","0","Q","John Millman","R","183","AUS","33.5","6-3 6-3","3","R16",74,4,1,53,35,26,13,9,2,3,1,4,52,29,18,10,9,6,10,"32",1280,"148",378,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,289,"207733","0","","Jack Draper","L","191","GBR","21","126205","8","","Tommy Paul","R","185","USA","25.6","6-4 6-4","3","R16",91,10,1,57,33,29,13,10,3,4,5,1,58,34,23,12,10,2,5,"40",1010,"35",1185,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,288,"111575","3","","Karen Khachanov","R","198","RUS","26.6","144817","0","","Marc Andrea Huesler","L","196","SUI","26.5","6-4 6-4","3","R16",79,5,1,54,35,29,11,10,1,2,2,2,56,34,25,10,10,3,6,"20",1885,"55",846,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,287,"144707","0","Q","Mikael Ymer","R","183","SWE","24.3","111456","0","","Mackenzie Mcdonald","R","178","USA","27.7","3-6 7-6(2) 6-3","3","R16",180,4,8,136,99,64,12,16,14,20,5,7,100,62,36,18,14,11,16,"77",694,"63",775,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,286,"126952","0","LL","Soon Woo Kwon","R","180","KOR","25.1","105807","2","","Pablo Carreno Busta","R","188","ESP","31.4","3-6 6-4 6-4","3","R16",140,11,3,88,57,44,16,14,5,7,10,6,107,65,44,22,15,4,7,"84",626,"15",2420,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,284,"106423","0","WC","Thanasi Kokkinakis","R","196","AUS","26.7","200615","0","WC","Alexei Popyrin","R","196","AUS","23.4","6-0 6-7(5) 7-5","3","R32",164,11,2,101,67,50,18,15,5,6,11,8,99,51,41,17,15,4,9,"110",522,"113",506,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,283,"106186","0","WC","Jason Kubler","R","178","AUS","29.6","144869","0","Q","Tomas Martin Etcheverry","R","196","ARG","23.4","7-6(2) 7-5","3","R32",130,10,1,78,57,47,12,12,5,5,10,1,70,43,34,17,12,1,2,"86",613,"80",649,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,282,"200175","6","","Miomir Kecmanovic","R","183","SRB","23.3","106378","0","PR","Kyle Edmund","R","188","GBR","28","6-4 7-5","3","R32",84,7,2,60,39,35,11,11,2,2,11,6,64,35,27,15,11,0,2,"28",1420,"583",52,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,280,"104898","0","LL","Robin Haase","R","190","NED","35.7","126127","0","","Benjamin Bonzi","R","185","FRA","26.5","3-6 7-6(8) 7-6(3)","3","R32",130,13,2,100,57,42,23,16,1,5,16,3,115,63,44,28,17,3,6,"257",207,"50",911,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,279,"105357","0","Q","John Millman","R","183","AUS","33.5","105077","0","","Albert Ramos","L","188","ESP","34.9","4-6 6-3 7-6(6)","3","R32",166,7,1,109,77,53,15,16,3,6,7,0,93,68,43,18,15,6,9,"148",378,"38",1075,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,278,"200221","7","","Alejandro Davidovich Fokina","R","183","ESP","23.5","206909","0","","Brandon Nakashima","R","185","USA","21.4","6-2 7-6(3)","3","R32",95,4,1,70,45,37,15,10,5,5,6,3,65,40,32,10,10,1,3,"32",1280,"47",927,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,277,"126205","8","","Tommy Paul","R","185","USA","25.6","106331","0","LL","Christopher Oconnell","R","183","AUS","28.6","6-4 7-5","3","R32",88,6,0,57,39,32,14,11,1,1,7,1,66,41,32,10,11,3,5,"35",1185,"79",652,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,276,"207733","0","","Jack Draper","L","191","GBR","21","132283","0","","Lorenzo Sonego","R","191","ITA","27.6","6-4 6-2","3","R32",82,2,1,44,27,21,12,9,3,4,2,1,50,26,14,11,9,4,8,"40",1010,"44",950,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,275,"144817","0","","Marc Andrea Huesler","L","196","SUI","26.5","126239","0","","Arthur Rinderknech","R","196","FRA","27.4","4-6 7-6(5) 6-4","3","R32",149,11,3,96,64,54,16,16,1,2,11,7,111,66,52,22,16,6,7,"55",846,"45",947,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,273,"111456","0","","Mackenzie Mcdonald","R","178","USA","27.7","105554","5","","Daniel Evans","R","175","GBR","32.6","7-5 7-5","3","R32",108,8,2,73,40,29,17,12,1,4,2,3,78,52,31,10,12,3,8,"63",775,"27",1450,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,272,"144707","0","Q","Mikael Ymer","R","183","SWE","24.3","200325","0","","Emil Ruusuvuori","R","188","FIN","23.7","6-4 4-6 6-3","3","R32",143,1,3,83,56,41,17,15,1,3,4,2,101,72,49,13,14,5,8,"77",694,"46",941,"01"
"2023-8998","Adelaide 2","Hard","32","A",2023-01-09,271,"126952","0","LL","Soon Woo Kwon","R","180","KOR","25.1","207830","0","Q","Tomas Machac","R","183","CZE","22.2","6-4 6-4","3","R32",101,6,3,82,44,35,14,10,9,11,5,2,68,42,27,10,10,6,10,"84",626,"115",500,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,100,"104745","1","","Rafael Nadal","L","185","ESP","36.6","207733","0","","Jack Draper","L","191","GBR","21","7-5 2-6 6-4 6-1","5","R128",221,6,3,119,78,57,21,19,7,11,13,3,115,67,42,27,18,6,12,"2",5770,"38",1020,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,101,"111456","0","","Mackenzie Mcdonald","R","178","USA","27.7","206909","0","","Brandon Nakashima","R","185","USA","21.4","7-6(5) 7-6(1) 1-6 6-7(10) 6-4","5","R128",242,14,4,156,104,81,31,27,1,5,19,9,177,120,98,24,26,4,7,"65",775,"49",902,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,102,"207494","0","Q","Dalibor Svrcina","R","0","CZE","20.2","144719","0","","Jaume Munar","R","183","ESP","25.7","6-3 6-2 6-2","5","R128",136,0,4,69,48,37,12,13,4,5,7,6,102,65,40,10,12,11,18,"216",249,"64",777,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,103,"106415","31","","Yoshihito Nishioka","L","170","JPN","27.3","144707","0","","Mikael Ymer","R","183","SWE","24.3","6-4 6-2 7-5","5","R128",138,1,1,86,55,40,19,15,3,5,6,3,90,66,41,12,15,6,12,"33",1212,"69",751,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,104,"111575","18","","Karen Khachanov","R","198","RUS","26.6","126523","0","","Bernabe Zapata Miralles","R","185","ESP","26","7-6(3) 6-2 6-0","5","R128",122,11,1,90,68,50,14,13,6,7,1,1,91,56,33,12,13,6,12,"20",1885,"72",712,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,105,"106186","0","WC","Jason Kubler","R","178","AUS","29.6","202104","0","","Sebastian Baez","R","170","ARG","22","6-4 6-4 6-4","5","R128",136,6,2,86,53,45,19,15,3,3,0,3,80,61,40,11,15,0,3,"84",633,"44",975,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,106,"209992","0","Q","Juncheng Shang","L","0","CHN","17.9","106214","0","","Oscar Otte","R","196","GER","29.5","6-2 6-4 6-7(2) 7-5","5","R128",176,3,0,128,92,72,21,21,2,2,19,7,129,84,67,19,21,9,13,"194",289,"74",701,"01"
"2023-580","Australian Open","Hard","128","G",2023-01-16,107,"126207","16","","Frances Tiafoe","R","188","USA","24.9","127157","0","","Daniel Altmaier","R","191","GER","24.3","6-3 6-3 6-7(5) 7-6(6)","5","R128",199,24,3,129,81,68,31,21,7,8,17,2,154,93,65,33,21,12,16,"17",2260,"92",584,"01"
